,Created_at,Text,Clean Text,ID,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas,Screen_Name
357,2022-03-21 22:44:55+00:00,"RT @pelegol8RBB: @gabrielrufian Te tenían que denunciar por MENTIROSO Y MANIPULADOR, APARTE DE NO TENER VERGÜENZA NINGUNA, no es una huelga…",   te ten an que denunciar por mentiroso y manipulador  aparte de no tener verg enza ninguna  no es una huelga ,1506039176470401027,es,0,2,2017-11-10 13:23:35+00:00,207,False,10561,"New York, NY",,ildineri
360,2022-03-21 22:44:37+00:00,RT @MachinandLopez: Le entendí bien a la Ministra de transporte ? Dijo que no están negociando con quienes hacen la huelga porque son minor…, le entend  bien a la ministra de transporte   dijo que no est n negociando con quienes hacen la huelga porque son minor ,1506039103221080073,es,0,1,2016-04-10 20:39:02+00:00,222,False,22571,,,Pulgarc79418491
361,2022-03-21 22:44:34+00:00,RT @abc_es: Las gasolineras avisan de consecuencias devastadoras por el parón del transporte https://t.co/ygHs4DuDl7, las gasolineras avisan de consecuencias devastadoras por el par n del transporte  ,1506039089883230209,es,0,19,2011-09-08 17:18:37+00:00,1306,False,43772,España,,21982394
364,2022-03-21 22:44:03+00:00,#tertulia #LaBrújula Tertulia: ¿Terminará el Gobierno reuniéndose con el sector que ha convocado la huelga de transporte? https://t.co/90oA0vZlT4, tertulia  labr jula tertulia   terminar  el gobierno reuni ndose con el sector que ha convocado la huelga de transporte   ,1506038959805063171,es,0,5,2009-03-22 12:11:16+00:00,5501,False,52892,"Collado Villalba, Madrid",,OndaCeroSierra
369,2022-03-21 22:43:31+00:00,RT @Erramun2014: Hoy Teleberri/Pnv nos ha ofrecido al presidente del puerto de #Bilbao hablando de la huelga del transporte y a la vez de s…, hoy teleberri pnv nos ha ofrecido al presidente del puerto de  bilbao hablando de la huelga del transporte y a la vez de s ,1506038825788841998,es,0,18,2014-04-08 11:40:15+00:00,168,False,17959,Iruñea,,gardez73
371,2022-03-21 22:43:26+00:00,"… comenzando polo noso patrocinador principal @Calvo_es  e tódalas demais empresas e profesionais da contorna que nos dan o seu apoio ano tras ano. 

Esperemos que todo volva a normalidade o máis axiña posible❗️

https://t.co/igos6y7eXV",  comenzando polo noso patrocinador principal   es  e t dalas demais empresas e profesionais da contorna que nos dan o seu apoio ano tras ano    esperemos que todo volva a normalidade o m is axi a posible     ,1506038806188855296,es,2,0,2010-10-04 19:16:26+00:00,1233,False,6082,"CARBALLO, A Cᴏʀᴜñᴀ, Gᴀʟɪᴄɪᴀ",,BasketXiria
373,2022-03-21 22:42:46+00:00,Crisis en Gipuzkoa: La huelga del transporte obliga a parar a grandes empresas de Gipuzkoa como CAF | El Diario Vasco https://t.co/Zedd4euXt6,crisis en gipuzkoa  la huelga del transporte obliga a parar a grandes empresas de gipuzkoa como caf   el diario vasco  ,1506038634780184582,es,1,2,2014-03-02 22:11:58+00:00,20016,False,21534,"Gipuzkoa, País Vasco",,mendy_asigc
376,2022-03-21 22:42:13+00:00,"RT @kinete21: 500 millones de euros para evitar huelga del sector transporte. El diesel tiene un impuesto de 0,38 CMS el litro + el 21% de…", 500 millones de euros para evitar huelga del sector transporte  el diesel tiene un impuesto de 0 38 cms el litro   el 21  de ,1506038498041769990,es,0,9,2015-11-14 22:28:31+00:00,139,False,51705,,,minervaprocu
377,2022-03-21 22:41:57+00:00,Le entendí bien a la Ministra de transporte ? Dijo que no están negociando con quienes hacen la huelga porque son minoritarios violentos ? Como van a solucionar el conflicto ? #ElCascabel21M,le entend  bien a la ministra de transporte   dijo que no est n negociando con quienes hacen la huelga porque son minoritarios violentos   como van a solucionar el conflicto    elcascabel21m,1506038431796936704,es,4,1,2013-11-19 07:28:29+00:00,555,False,1783,España-Argentina,,MachinandLopez
378,2022-03-21 22:41:34+00:00,"@manoleison @harryelsocio El señor Manuel Hernández, presidente de la plataforma para la defensa del sector del transporte, asociación que convocó la huelga.",    el se or manuel hern ndez  presidente de la plataforma para la defensa del sector del transporte  asociaci n que convoc  la huelga ,1506038336565260289,es,0,0,2013-01-07 21:56:41+00:00,39,False,4307,"Cantabria, España",,JoseASantamari1
385,2022-03-21 22:40:30+00:00,RT @AlemanaJubilada: Si V0X apoya la huelga de transporte habrá que preguntarse si entonces es una huelga por los trabajadores o por la pat…, si v0x apoya la huelga de transporte habr  que preguntarse si entonces es una huelga por los trabajadores o por la pat ,1506038067295047683,es,0,509,2012-01-07 19:29:35+00:00,40,False,12216,,,marisasp46
396,2022-03-21 22:39:20+00:00,"Hace un rato en @OndaCero_es han preguntado por la huelga de transporte, y la ministra ha dicho que es un paro, no una huelga que no se puede confundir a la ciudadanía. Cuando ha colgado la ministra, en Ondacero han seguido hablando de huelga. Este es el nivel periodístico.",hace un rato en   es han preguntado por la huelga de transporte  y la ministra ha dicho que es un paro  no una huelga que no se puede confundir a la ciudadan a  cuando ha colgado la ministra  en ondacero han seguido hablando de huelga  este es el nivel period stico ,1506037772909527043,es,9,1,2010-07-24 21:46:10+00:00,1144,False,29085,Valencia,,AlexCervantes_
398,2022-03-21 22:39:13+00:00,Estáis obcecados con la puta derecha y que la puta patronal es la causabte de esta huelga del transporte y la patronal no tiene ma que ver... esto va de que los autónomos están trabajando a pérdidas.,est is obcecados con la puta derecha y que la puta patronal es la causabte de esta huelga del transporte y la patronal no tiene ma que ver    esto va de que los aut nomos est n trabajando a p rdidas ,1506037745327693827,es,2,2,2020-10-11 15:53:05+00:00,39,False,2399,,,ramondengrag2
409,2022-03-21 22:38:36+00:00,"RT @JaviGarciaVilum: Se complica todo mucho.
La huelga del transporte, lejos de desconvocarse.", se complica todo mucho  la huelga del transporte  lejos de desconvocarse ,1506037586329972746,es,0,2,2010-02-27 20:12:28+00:00,1972,False,116589,Mexico,,Christerna
412,2022-03-21 22:38:13+00:00,"Como habrá sido la reunión del gobierno con la Plataforma del Transporte que esta misma noche Fenadismer, que integra 32.000 empresas y +50.000 vehículos, se suma a la huelga. Otras grandes del sector están consultando a sus federaciones para ver qué hacen. Hoy lucía así Granada. https://t.co/UAdAQ9dlIx",como habr  sido la reuni n del gobierno con la plataforma del transporte que esta misma noche fenadismer  que integra 32 000 empresas y  50 000 veh culos  se suma a la huelga  otras grandes del sector est n consultando a sus federaciones para ver qu  hacen  hoy luc a as  granada   ,1506037492377600000,es,30,20,2018-06-20 16:37:37+00:00,1343,False,15850,,,alfonso_poza
418,2022-03-21 22:37:08+00:00,RT @JAGlez: @NicoBolivariano Esto es todo lo que aparece de la huelga del transporte en uno de los medios comprados (@el_pais ) por el @PSO…,   esto es todo lo que aparece de la huelga del transporte en uno de los medios comprados    pais   por el   ,1506037217654976517,es,0,19,2020-10-03 02:12:58+00:00,644,False,57894,,,Espaolayol1
426,2022-03-21 22:35:01+00:00,"RT @hernandezcapri1: La Ministra de Transporte:
 “Yo no me voy a sentar con un grupo de radicales que utiliza la violencia,la huelga del tr…", la ministra de transporte    yo no me voy a sentar con un grupo de radicales que utiliza la violencia la huelga del tr ,1506036685372628996,es,0,371,2013-05-05 00:33:51+00:00,136,False,504,,,txinfly_15
427,2022-03-21 22:34:56+00:00,"RT @militaresantifa: En la GC ordenan no utilizar en comunicaciones las palabras huelga para la del transporte ni piquete, si no ""paro"" y ""…", en la gc ordenan no utilizar en comunicaciones las palabras huelga para la del transporte ni piquete  si no  paro  y   ,1506036663717355520,es,0,58,2020-12-14 07:50:14+00:00,348,False,4093,,,Andalucianoser1
431,2022-03-21 22:34:26+00:00,RT @siguemey_tesi: CCOO advierte la huelga nacional de transporte es ilegal https://t.co/r7ikehoPgs, ccoo advierte la huelga nacional de transporte es ilegal  ,1506036538156720134,es,0,215,2013-05-05 00:33:51+00:00,136,False,504,,,txinfly_15
434,2022-03-21 22:34:14+00:00,@Letidoka Insisto; Debe ser que con la huelga del transporte la droga que está circulando es de muy mala calidad,  insisto  debe ser que con la huelga del transporte la droga que est  circulando es de muy mala calidad,1506036490828140545,es,1,0,2020-03-16 11:41:45+00:00,1056,False,64078,"Adeje, España",,MARAJESSPATIO1
443,2022-03-21 22:33:45+00:00,@Gato_directo Otra cortina de humo para desviar la atención de la Huelga de Transporte,  directo otra cortina de humo para desviar la atenci n de la huelga de transporte,1506036367784091653,es,1,0,2020-08-24 18:40:42+00:00,338,False,3648,España,,ManiaTic17
444,2022-03-21 22:33:28+00:00,"Se complica todo mucho.
La huelga del transporte, lejos de desconvocarse. https://t.co/OFJJrcWfob",se complica todo mucho  la huelga del transporte  lejos de desconvocarse   ,1506036295071588358,es,0,2,2021-04-10 14:45:17+00:00,183,False,676,"Comunidad de Madrid, España",,JaviGarciaVilum
450,2022-03-21 22:32:31+00:00,La huelga se agrava. Nuevas organizaciones del transporte se suman a los paros. https://t.co/HuBizaf0sQ a través de @diariosur,la huelga se agrava  nuevas organizaciones del transporte se suman a los paros    a trav s de  ,1506036057552343047,es,0,1,2010-09-12 20:06:04+00:00,2685,False,9218,,,aortinsur
453,2022-03-21 22:31:35+00:00,Vosotros también pensáis que lo de Marruecos ha sido otra cortina de humo para que no se hable de la huelga de transporte??,vosotros tambi n pens is que lo de marruecos ha sido otra cortina de humo para que no se hable de la huelga de transporte  ,1506035821962530825,es,1,0,2020-08-24 18:40:42+00:00,338,False,3648,España,,ManiaTic17
467,2022-03-21 22:29:51+00:00,@maguiarrrr Eso es igual que su hay una huelga de profesores los sindicatos del transporte callan.,  eso es igual que su hay una huelga de profesores los sindicatos del transporte callan ,1506035387516563458,es,0,0,2013-09-07 04:31:30+00:00,1286,False,700,El ejido,,Fjdealmeria39
470,2022-03-21 22:29:24+00:00,"Última hora de la huelga de camioneros en España, en directo: Grandes patronales se suman a la huelga de transporte: https://t.co/yw67gmXwS1", ltima hora de la huelga de camioneros en espa a  en directo  grandes patronales se suman a la huelga de transporte   ,1506035274719154184,es,1,1,2020-04-22 20:56:45+00:00,4074,False,138244,,,Laperla87022871
473,2022-03-21 22:28:57+00:00,Acaban de avisar del supermercado día de mi pueblo que está noche llega un trailer con mercancía.  Osea huelga de transporte pero parcial...,acaban de avisar del supermercado d a de mi pueblo que est  noche llega un trailer con mercanc a   osea huelga de transporte pero parcial   ,1506035161237966854,es,4,0,2020-04-24 22:15:17+00:00,1351,False,36859,,,Alexilla86
493,2022-03-21 22:26:56+00:00,"Última hora de la huelga de camioneros en España, en directo: Grandes patronales se suman a la huelga de transporte: https://t.co/KKWw72YoDN", ltima hora de la huelga de camioneros en espa a  en directo  grandes patronales se suman a la huelga de transporte   ,1506034650522824706,es,0,1,2020-10-06 09:23:55+00:00,1144,False,1295,,,Juansantanaoje1
499,2022-03-21 22:26:15+00:00,"se retira daddyy yankee y van a dejar de hacer cerveza estrella galicia por la huelga de transporte, acaso hoy es el día más triste del año??????",se retira daddyy yankee y van a dejar de hacer cerveza estrella galicia por la huelga de transporte  acaso hoy es el d a m s triste del a o      ,1506034481945358342,es,3,1,2021-06-06 13:24:02+00:00,137,False,3568,,,aidapedrxsa
510,2022-03-21 22:25:02+00:00,"@gabrielrufian 🔴 ÚLTIMA HORA | La Plataforma del Transporte, convocante de la protesta de los camioneros, rechaza el acuerdo con los SINDICATOS. Seguirá con la huelga indefinida pese a todas las polladas que le cuente el Gobierno porque, obviamente, de Sánchez no hay que creerse nada.",     ltima hora   la plataforma del transporte  convocante de la protesta de los camioneros  rechaza el acuerdo con los sindicatos  seguir  con la huelga indefinida pese a todas las polladas que le cuente el gobierno porque  obviamente  de s nchez no hay que creerse nada ,1506034172967727109,es,2,0,2010-12-09 19:26:41+00:00,66,False,7230,,,jcsalinetti
513,2022-03-21 22:24:55+00:00,"RT @furretillo: Digo yo que la huelga del transporte acabará antes de Semana Santa, no? A ver si le vais a joder las vacaciones a los que m…", digo yo que la huelga del transporte acabar  antes de semana santa  no  a ver si le vais a joder las vacaciones a los que m ,1506034144786231296,es,0,6,2014-10-13 13:04:30+00:00,2558,False,514516,,,pilichus
527,2022-03-21 22:23:21+00:00,"@gabrielrufian La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias. Los defendía, pero ya no. Rechazar 500 millones mientras yo cobro 1000 euros. Solo joden a los ciudadanos. Siempre pagamos los mismos. #HuelgaTransporte #HuelgaGeneral",  la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  los defend a  pero ya no  rechazar 500 millones mientras yo cobro 1000 euros  solo joden a los ciudadanos  siempre pagamos los mismos   huelgatransporte  huelgageneral,1506033749712158725,es,0,0,2015-01-04 17:18:00+00:00,127,False,1198,,,HumanoCritico
529,2022-03-21 22:23:11+00:00,RT @TheObjective_es: La Plataforma del Transporte rechaza el acuerdo con el Gobierno y seguirá con la huelga https://t.co/JlYTEYDKrg, la plataforma del transporte rechaza el acuerdo con el gobierno y seguir  con la huelga  ,1506033706808533010,es,0,14,2014-05-09 11:45:16+00:00,721,False,128633,,,thecontexto
530,2022-03-21 22:22:46+00:00,"@elmundoes La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias. Los defendía, pero ya no. Rechazar 500 millones mientras yo cobro 1000 euros. Solo joden a los ciudadanos. Siempre pagamos los mismos. #HuelgaTransporte #HuelgaGeneral",  la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  los defend a  pero ya no  rechazar 500 millones mientras yo cobro 1000 euros  solo joden a los ciudadanos  siempre pagamos los mismos   huelgatransporte  huelgageneral,1506033605046382592,es,0,0,2015-01-04 17:18:00+00:00,127,False,1198,,,HumanoCritico
540,2022-03-21 22:21:54+00:00,RT @123quererypoder: Huelga transportes. Presunto acuerdo con el sector mayorista del transporte: El Gobierno dará 500 millones de euros pa…, huelga transportes  presunto acuerdo con el sector mayorista del transporte  el gobierno dar  500 millones de euros pa ,1506033384115646464,es,0,1,2014-09-16 14:42:39+00:00,4222,False,22592,,,AntoniGinard
550,2022-03-21 22:20:50+00:00,"@Ruiz_Noticias La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias. Los defendía, pero ya no. Rechazar 500 millones mientras yo cobro 1000 euros. Solo joden a los ciudadanos. Siempre pagamos los mismos. #HuelgaTransporte #HuelgaGeneral",  noticias la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  los defend a  pero ya no  rechazar 500 millones mientras yo cobro 1000 euros  solo joden a los ciudadanos  siempre pagamos los mismos   huelgatransporte  huelgageneral,1506033118179905540,es,1,0,2015-01-04 17:18:00+00:00,127,False,1198,,,HumanoCritico
558,2022-03-21 22:19:23+00:00,"@iescolar La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias. Los defendía, pero ya no. Rechazar 500 millones mientras yo cobro 1000 euros. Solo joden a los ciudadanos. Siempre pagamos los mismos. #HuelgaTransporte #HuelgaGeneral",  la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  los defend a  pero ya no  rechazar 500 millones mientras yo cobro 1000 euros  solo joden a los ciudadanos  siempre pagamos los mismos   huelgatransporte  huelgageneral,1506032750171725832,es,0,0,2015-01-04 17:18:00+00:00,127,False,1198,,,HumanoCritico
568,2022-03-21 22:18:27+00:00,RT @Devils_Iawyer: La Plataforma para la Defensa del Sector del Transporte de Mercancías por Carretera ha confirmado que continuará con la…, la plataforma para la defensa del sector del transporte de mercanc as por carretera ha confirmado que continuar  con la ,1506032515290734593,es,0,48,2020-05-01 20:32:46+00:00,71,False,21671,,,Pitote07496734
569,2022-03-21 22:18:24+00:00,RT @Apapell: Hay un sospechoso matiz político en la huelga minoritaria del transporte. Conviene que nadie se deje engañar por los “patriota…, hay un sospechoso matiz pol tico en la huelga minoritaria del transporte  conviene que nadie se deje enga ar por los  patriota ,1506032506566553611,es,0,1077,2013-04-07 18:21:50+00:00,356,False,19436,,,palomont57
574,2022-03-21 22:17:32+00:00,"@eclementen La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias. Los defendía, pero ya no. Rechazar 500 millones mientras yo cobro 1000 euros. Solo joden a los ciudadanos. Siempre pagamos los mismos. #HuelgaTransporte #HuelgaGeneral",  la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  los defend a  pero ya no  rechazar 500 millones mientras yo cobro 1000 euros  solo joden a los ciudadanos  siempre pagamos los mismos   huelgatransporte  huelgageneral,1506032288496238605,es,0,0,2015-01-04 17:18:00+00:00,127,False,1198,,,HumanoCritico
578,2022-03-21 22:17:08+00:00,"@PLZdigital La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias. Los defendía, pero ya no. Rechazar 500 millones mientras yo cobro 1000 euros. Solo joden a los ciudadanos. Siempre pagamos los mismos. #HuelgaTransporte #HuelgaGeneral",  la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  los defend a  pero ya no  rechazar 500 millones mientras yo cobro 1000 euros  solo joden a los ciudadanos  siempre pagamos los mismos   huelgatransporte  huelgageneral,1506032184683122696,es,0,0,2015-01-04 17:18:00+00:00,127,False,1198,,,HumanoCritico
579,2022-03-21 22:17:08+00:00,RT @SindIzquierda: Se ha cumplido más de una semana desde el inicio del paro del sector del transporte por carretera y sus consecuencias ya…, se ha cumplido m s de una semana desde el inicio del paro del sector del transporte por carretera y sus consecuencias ya ,1506032184494280705,es,0,14,2015-08-28 15:00:41+00:00,149,False,2302,,,Manu1917Manu
580,2022-03-21 22:16:58+00:00,Huelga del transporte: El Gobierno ofrece subvencionar con 500 millones el gasóleo de los transportistas pero no convence al sector | Economía | EL PAÍS https://t.co/zI3DqDqcVb,huelga del transporte  el gobierno ofrece subvencionar con 500 millones el gas leo de los transportistas pero no convence al sector   econom a   el pa s  ,1506032143952224262,es,0,0,2012-03-27 00:07:47+00:00,613,False,85733,Donde la vida es mas agradable,,VidafelizVida
582,2022-03-21 22:16:33+00:00,"@gabrielrufian Te tenían que denunciar por MENTIROSO Y MANIPULADOR, APARTE DE NO TENER VERGÜENZA NINGUNA, no es una huelga, es un paro y lo convoca plataforma en defensa del transporte, informate antes y lávate la boca antes de hablar de un transportista o camionero, que a ti eso t queda grande",  te ten an que denunciar por mentiroso y manipulador  aparte de no tener verg enza ninguna  no es una huelga  es un paro y lo convoca plataforma en defensa del transporte  informate antes y l vate la boca antes de hablar de un transportista o camionero  que a ti eso t queda grande,1506032038318587904,es,3,2,2011-08-11 20:47:08+00:00,327,False,7819,Ciudad del Betis,,pelegol8RBB
584,2022-03-21 22:16:13+00:00,"@TaniaCrespo3 La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias. Los defendía, pero ya no. Rechazar 500 millones mientras yo cobro 1000 euros. Solo joden a los ciudadanos. Siempre pagamos los mismos. #HuelgaTransporte #HuelgaGeneral",  la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  los defend a  pero ya no  rechazar 500 millones mientras yo cobro 1000 euros  solo joden a los ciudadanos  siempre pagamos los mismos   huelgatransporte  huelgageneral,1506031956374532102,es,0,0,2015-01-04 17:18:00+00:00,127,False,1198,,,HumanoCritico
590,2022-03-21 22:15:58+00:00,"@_PabloFdez_ Bla bla bla! Resultado:  huelga del campo, transporte, taxis, etc!",  pablofdez  bla bla bla  resultado   huelga del campo  transporte  taxis  etc ,1506031893581647879,es,2,0,2019-12-13 23:46:21+00:00,717,False,37670,Todo a la Derecha!,,ElExtraterres14
591,2022-03-21 22:15:57+00:00,"@MuanoOscar La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias. Los defendía, pero ya no. Rechazar 500 millones mientras yo cobro 1000 euros. Solo joden a los ciudadanos. Siempre pagamos los mismos. #HuelgaTransporte #HuelgaGeneral",  la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  los defend a  pero ya no  rechazar 500 millones mientras yo cobro 1000 euros  solo joden a los ciudadanos  siempre pagamos los mismos   huelgatransporte  huelgageneral,1506031886619099137,es,0,1,2015-01-04 17:18:00+00:00,127,False,1198,,,HumanoCritico
601,2022-03-21 22:15:03+00:00,"RT @jucilnacional: Interior ordena multar a los huelguistas del transporte por reunión ilegal si hay más de 20 en el mismo punto.

Via @lib…", interior ordena multar a los huelguistas del transporte por reuni n ilegal si hay m s de 20 en el mismo punto   via   ,1506031659552026636,es,0,237,2017-03-05 17:53:16+00:00,321,False,20328,,,ManuBueGar
602,2022-03-21 22:14:59+00:00,"@DiegoFSRB La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias. Los defendía, pero ya no. Rechazar 500 millones mientras yo cobro 1000 euros. Solo joden a los ciudadanos. Siempre pagamos los mismos. #HuelgaTransporte #HuelgaGeneral",  la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  los defend a  pero ya no  rechazar 500 millones mientras yo cobro 1000 euros  solo joden a los ciudadanos  siempre pagamos los mismos   huelgatransporte  huelgageneral,1506031644934873100,es,1,0,2015-01-04 17:18:00+00:00,127,False,1198,,,HumanoCritico
605,2022-03-21 22:14:47+00:00,La huelga de transporte debería durar hasta Semana Santa mínimo y colapsar las autovías a las salidas de las ciudades. #HuelgaTransporte  #HuelgaGeneral #huelgatransportistas #GobiernoDeInutiles #GobiernoDimision,la huelga de transporte deber a durar hasta semana santa m nimo y colapsar las autov as a las salidas de las ciudades   huelgatransporte   huelgageneral  huelgatransportistas  gobiernodeinutiles  gobiernodimision,1506031596234813440,es,0,0,2022-03-11 15:24:36+00:00,23,False,307,Moncloa,,bochornoespania
608,2022-03-21 22:14:34+00:00,"La Brújula de la Economía: ¿Servirá la ayuda del Gobierno para que termine el paro del transporte?
https://t.co/unU4V0fzAJ",la br jula de la econom a   servir  la ayuda del gobierno para que termine el paro del transporte   ,1506031539477532683,es,0,0,2011-01-14 09:56:17+00:00,99720,True,11919,,,BrujulaOndaCero
610,2022-03-21 22:14:21+00:00,El Gobierno atenazado ante la amenaza de un paro total del transporte  https://t.co/0mK2JFibFk vía @ESdiario_com,el gobierno atenazado ante la amenaza de un paro total del transporte    v a   com,1506031484221677570,es,0,0,2017-01-14 21:04:48+00:00,7811,False,110593,"Valencia, España",,AntonioGuioGar1
625,2022-03-21 22:11:55+00:00,"...ÚLTIMA HORA | La Plataforma del Transporte, convocante de la protesta de los camioneros, rechaza el acuerdo con las asociaciones mayoritarias. Seguirá con la huelga indefinida pese al plan de ayuda del Gobierno de 500 millones.",    ltima hora   la plataforma del transporte  convocante de la protesta de los camioneros  rechaza el acuerdo con las asociaciones mayoritarias  seguir  con la huelga indefinida pese al plan de ayuda del gobierno de 500 millones ,1506030873862451209,es,0,0,2019-08-05 13:14:52+00:00,137,False,452,,,IQAltiorem
630,2022-03-21 22:10:58+00:00,@GregorioRCh Esta huelga era por esa cantidad miseria todo esta parcelaria para nada del transporte siga peor que esta ya ni me creo nada de los transportistas y nada son unos vendidos va en los años 80 y 90 eso si eran huelgas y sacaban todo aora es todo basura,  esta huelga era por esa cantidad miseria todo esta parcelaria para nada del transporte siga peor que esta ya ni me creo nada de los transportistas y nada son unos vendidos va en los a os 80 y 90 eso si eran huelgas y sacaban todo aora es todo basura,1506030636066353160,es,0,0,2015-03-06 18:07:09+00:00,279,False,34735,,,UisJosel
631,2022-03-21 22:10:33+00:00,Huelga del transporte: El Gobierno ofrece subvencionar con 500 millones el gasóleo de los transportistas pero no convence al sector | Economía | EL PAÍS https://t.co/mu3jsxD4OR,huelga del transporte  el gobierno ofrece subvencionar con 500 millones el gas leo de los transportistas pero no convence al sector   econom a   el pa s  ,1506030527773564943,es,1,0,2013-02-05 17:36:04+00:00,11382,False,4841,Oliva (València),,domenec_ortiz
632,2022-03-21 22:10:26+00:00,La Plataforma del Transporte rechaza el acuerdo con el Gobierno y seguirá con la huelga https://t.co/JlYTEYDKrg,la plataforma del transporte rechaza el acuerdo con el gobierno y seguir  con la huelga  ,1506030499235565578,es,48,14,2013-07-18 07:27:16+00:00,105141,True,52224,España,,TheObjective_es
637,2022-03-21 22:09:55+00:00,"@AntonioMaestre @laSextaTV La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias. Los defendía, pero ya no. Rechazar 500 millones mientras yo cobro 1000 euros. Solo joden a los ciudadanos. Siempre pagamos los mismos. #HuelgaTransporte #HuelgaGeneral",    la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  los defend a  pero ya no  rechazar 500 millones mientras yo cobro 1000 euros  solo joden a los ciudadanos  siempre pagamos los mismos   huelgatransporte  huelgageneral,1506030371183464452,es,0,0,2015-01-04 17:18:00+00:00,127,False,1198,,,HumanoCritico
638,2022-03-21 22:09:54+00:00,"RT @elliberal_com: Octavo día de la huelga del transporte: los camiones vuelven a la calle a la espera de ser ""escuchados"".
https://t.co/7q…", octavo d a de la huelga del transporte  los camiones vuelven a la calle a la espera de ser  escuchados    ,1506030364816519180,es,0,25,2012-03-12 14:25:57+00:00,127,False,51722,,,hugh19751
639,2022-03-21 22:09:48+00:00,"@JosPastr Solo en España hay huelga del transporte, que es la causa del desabastecimiento",  solo en espa a hay huelga del transporte  que es la causa del desabastecimiento,1506030339508088844,es,0,0,2013-07-08 13:36:55+00:00,187,False,28248,,,meguva1
644,2022-03-21 22:08:54+00:00,"@txapucabor La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias. Los defendía, pero ya no. Rechazar 500 millones mientras yo cobro 1000 euros. Solo joden a los ciudadanos. Siempre pagamos los mismos. #HuelgaTransporte #HuelgaGeneral",  la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  los defend a  pero ya no  rechazar 500 millones mientras yo cobro 1000 euros  solo joden a los ciudadanos  siempre pagamos los mismos   huelgatransporte  huelgageneral,1506030115486113795,es,0,0,2015-01-04 17:18:00+00:00,127,False,1198,,,HumanoCritico
647,2022-03-21 22:08:41+00:00,"RT @economch: Esto habría que visibilizarlo más. Multitud de empresas de transporte obliga a sus trabajadores a ""realizar huelga"". He escuc…", esto habr a que visibilizarlo m s  multitud de empresas de transporte obliga a sus trabajadores a  realizar huelga   he escuc ,1506030060842672137,es,0,2,2012-03-01 23:08:16+00:00,461,False,23163,Málaga,,xaileonxx
649,2022-03-21 22:08:34+00:00,"RT @ESdiario_com: ▶️ESPAÑA | El Gobierno atenazado ante la amenaza de un paro total del transporte
https://t.co/xs5EDJJ5zT",   espa a   el gobierno atenazado ante la amenaza de un paro total del transporte  ,1506030029561548801,es,0,3,2012-04-26 20:51:15+00:00,477,False,187324,,,cimmir
655,2022-03-21 22:07:55+00:00,"@FritzVaar A ver, si montan un piquete y expresamente detienen camiones que llevan materiales a hospitales, entonces si, tienen culpa. Pero si simplemente se niegan a transportarlo o el transporte se ve afectado por la huelga, la culpa no es de ellos.",  a ver  si montan un piquete y expresamente detienen camiones que llevan materiales a hospitales  entonces si  tienen culpa  pero si simplemente se niegan a transportarlo o el transporte se ve afectado por la huelga  la culpa no es de ellos ,1506029866793242626,es,0,0,2012-10-30 14:50:14+00:00,895,False,53624,España,,lbausalop
